| Nombre del archivo | Frecuencia |
| 308_sorted.txt | 2 |
| 091_sorted.txt | 1 |
| 358_sorted.txt | 1 |
| 329_sorted.txt | 1 |
| 043_sorted.txt | 1 |
| 363_sorted.txt | 2 |
| 246_sorted.txt | 1 |
| 303_sorted.txt | 4 |
| 287_sorted.txt | 6 |
| 156_sorted.txt | 1 |
| 389_sorted.txt | 1 |
| 235_sorted.txt | 5 |
| 269_sorted.txt | 3 |
| 234_sorted.txt | 2 |
| 236_sorted.txt | 2 |
| 307_sorted.txt | 2 |
| 222_sorted.txt | 2 |
| 299_sorted.txt | 3 |
| 241_sorted.txt | 1 |
| 306_sorted.txt | 1 |
| 019_sorted.txt | 2 |
| 361_sorted.txt | 2 |
| 286_sorted.txt | 6 |
| 334_sorted.txt | 4 |
| 298_sorted.txt | 3 |
| 304_sorted.txt | 7 |
| 281_sorted.txt | 2 |
| 197_sorted.txt | 1 |
| 002_sorted.txt | 1 |
| 242_sorted.txt | 1 |
| 353_sorted.txt | 1 |
| 043_sorted.txt | 1 |
| 062_sorted.txt | 2 |
| 365_sorted.txt | 1 |
| 152_sorted.txt | 1 |
| 310_sorted.txt | 1 |
| 303_sorted.txt | 1 |
| 300_sorted.txt | 1 |
| 304_sorted.txt | 1 |
| 398_sorted.txt | 1 |
| 429_sorted.txt | 1 |
| 401_sorted.txt | 1 |
| 431_sorted.txt | 1 |
| 022_sorted.txt | 2 |
| 133_sorted.txt | 4 |
| 433_sorted.txt | 14 |
| 434_sorted.txt | 14 |
| 401_sorted.txt | 1 |
| 435_sorted.txt | 9 |
| 403_sorted.txt | 1 |
| 437_sorted.txt | 7 |
| 405_sorted.txt | 1 |
| 002_sorted.txt | 1 |
| 114_sorted.txt | 1 |
| 436_sorted.txt | 13 |
| 365_sorted.txt | 1 |
| 364_sorted.txt | 1 |
| 355_sorted.txt | 1 |
| 433_sorted.txt | 1 |
| 434_sorted.txt | 1 |
| 490_sorted.txt | 1 |
| 484_sorted.txt | 1 |
| 367_sorted.txt | 1 |
| 348_sorted.txt | 1 |
| 044_sorted.txt | 1 |
| 378_sorted.txt | 3 |
| 323_sorted.txt | 1 |
| 299_sorted.txt | 1 |
| 369_sorted.txt | 1 |
| 377_sorted.txt | 1 |
| 355_sorted.txt | 2 |
| 249_sorted.txt | 1 |
| 433_sorted.txt | 2 |
| 026_sorted.txt | 1 |
| 434_sorted.txt | 1 |
| 435_sorted.txt | 2 |
| 029_sorted.txt | 1 |
| 437_sorted.txt | 1 |
| 436_sorted.txt | 2 |
| 366_sorted.txt | 1 |
| 341_sorted.txt | 1 |
| 345_sorted.txt | 1 |
| 367_sorted.txt | 1 |
| 367_sorted.txt | 1 |
| 118_sorted.txt | 6 |
| 359_sorted.txt | 1 |
| 437_sorted.txt | 1 |
| 349_sorted.txt | 2 |
| 347_sorted.txt | 1 |
| 372_sorted.txt | 1 |
| 011_sorted.txt | 3 |
| 341_sorted.txt | 1 |
| 320_sorted.txt | 1 |
| 322_sorted.txt | 1 |
| 027_sorted.txt | 1 |
| 373_sorted.txt | 1 |
| 369_sorted.txt | 1 |
| 435_sorted.txt | 1 |
| 436_sorted.txt | 1 |
| 371_sorted.txt | 1 |
| 342_sorted.txt | 1 |
| 368_sorted.txt | 1 |
| 037_sorted.txt | 1 |
| 011_sorted.txt | 1 |
| 364_sorted.txt | 1 |
| 249_sorted.txt | 1 |
| 152_sorted.txt | 2 |
| 345_sorted.txt | 1 |
| 343_sorted.txt | 1 |
| 353_sorted.txt | 1 |
| 065_sorted.txt | 2 |
| 323_sorted.txt | 1 |
| 043_sorted.txt | 1 |
| 249_sorted.txt | 1 |
| 303_sorted.txt | 1 |
| 073_sorted.txt | 2 |
| 041_sorted.txt | 7 |
| 081_sorted.txt | 2 |
| 346_sorted.txt | 2 |
| 121_sorted.txt | 1 |
| 015_sorted.txt | 1 |
| 333_sorted.txt | 1 |
| 241_sorted.txt | 1 |
| 240_sorted.txt | 1 |
| 242_sorted.txt | 1 |
| 359_sorted.txt | 1 |
| 347_sorted.txt | 1 |
| 368_sorted.txt | 1 |
| 375_sorted.txt | 2 |
| 345_sorted.txt | 1 |
| 366_sorted.txt | 2 |
| 397_sorted.txt | 1 |
| 282_sorted.txt | 1 |
| 392_sorted.txt | 2 |
| 390_sorted.txt | 2 |
| 175_sorted.txt | 1 |
| 362_sorted.txt | 1 |
| 346_sorted.txt | 1 |
| 367_sorted.txt | 1 |
| 360_sorted.txt | 1 |
| 374_sorted.txt | 1 |
| 341_sorted.txt | 1 |
| 022_sorted.txt | 2 |
| 353_sorted.txt | 1 |
| 433_sorted.txt | 1 |
| 397_sorted.txt | 1 |
| 043_sorted.txt | 1 |
| 240_sorted.txt | 1 |
| 355_sorted.txt | 1 |
| 370_sorted.txt | 1 |
