Nombre del archivo                      tf.idf                                  
007_sorted.txt                          0.0734                                  
338_sorted.txt                          0.0153                                  
344_sorted.txt                          0.0174                                  
348_sorted.txt                          0.0164                                  
347_sorted.txt                          0.0784                                  
339_sorted.txt                          0.0336                                  
373_sorted.txt                          0.1188                                  
349_sorted.txt                          0.0168                                  
368_sorted.txt                          0.0394                                  
353_sorted.txt                          0.0447                                  
362_sorted.txt                          0.1332                                  
336_sorted.txt                          0.0212                                  
374_sorted.txt                          0.1243                                  
355_sorted.txt                          0.0674                                  
369_sorted.txt                          0.0170                                  
358_sorted.txt                          0.0188                                  
359_sorted.txt                          0.0174                                  
352_sorted.txt                          0.0506                                  
337_sorted.txt                          0.0669                                  
351_sorted.txt                          0.0389                                  
363_sorted.txt                          0.0475                                  
342_sorted.txt                          0.0702                                  
360_sorted.txt                          0.0486                                  
376_sorted.txt                          0.0148                                  
377_sorted.txt                          0.0162                                  
345_sorted.txt                          0.0373                                  
343_sorted.txt                          0.0213                                  
370_sorted.txt                          0.0641                                  
366_sorted.txt                          0.0535                                  
346_sorted.txt                          0.0314                                  
371_sorted.txt                          0.1042                                  
338_sorted.txt                          0.0459                                  
354_sorted.txt                          0.0368                                  
341_sorted.txt                          0.0182                                  
365_sorted.txt                          0.1121                                  
364_sorted.txt                          0.0361                                  
339_sorted.txt                          0.0168                                  
342_sorted.txt                          0.0176                                  
338_sorted.txt                          0.0153                                  
359_sorted.txt                          0.0174                                  
365_sorted.txt                          0.0160                                  
364_sorted.txt                          0.0120                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
436_sorted.txt                          0.0053                                  
347_sorted.txt                          0.0196                                  
373_sorted.txt                          0.0099                                  
374_sorted.txt                          0.0178                                  
339_sorted.txt                          0.0168                                  
374_sorted.txt                          0.0710                                  
345_sorted.txt                          0.0187                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
436_sorted.txt                          0.0053                                  
309_sorted.txt                          0.0619                                  
454_sorted.txt                          0.1227                                  
498_sorted.txt                          0.0284                                  
459_sorted.txt                          0.0445                                  
461_sorted.txt                          0.0477                                  
462_sorted.txt                          0.0753                                  
470_sorted.txt                          0.5495                                  
464_sorted.txt                          0.1019                                  
492_sorted.txt                          0.0643                                  
141_sorted.txt                          0.0972                                  
192_sorted.txt                          0.2033                                  
292_sorted.txt                          0.0301                                  
329_sorted.txt                          0.0859                                  
002_sorted.txt                          0.0293                                  
145_sorted.txt                          0.1789                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
436_sorted.txt                          0.0053                                  
353_sorted.txt                          0.0223                                  
179_sorted.txt                          0.1280                                  
049_sorted.txt                          0.5000                                  
052_sorted.txt                          0.1709                                  
189_sorted.txt                          0.0418                                  
043_sorted.txt                          0.0243                                  
385_sorted.txt                          0.0571                                  
388_sorted.txt                          0.0367                                  
077_sorted.txt                          1.4815                                  
019_sorted.txt                          0.0203                                  
031_sorted.txt                          0.7692                                  
260_sorted.txt                          0.0343                                  
132_sorted.txt                          2.0619                                  
074_sorted.txt                          0.1130                                  
197_sorted.txt                          0.0804                                  
261_sorted.txt                          0.1942                                  
382_sorted.txt                          0.0204                                  
359_sorted.txt                          0.0174                                  
267_sorted.txt                          0.0482                                  
043_sorted.txt                          0.0061                                  
433_sorted.txt                          0.4334                                  
434_sorted.txt                          0.3619                                  
380_sorted.txt                          0.0436                                  
005_sorted.txt                          0.0969                                  
435_sorted.txt                          0.2311                                  
007_sorted.txt                          0.0184                                  
437_sorted.txt                          0.0719                                  
436_sorted.txt                          0.1657                                  
347_sorted.txt                          0.0196                                  
340_sorted.txt                          0.0186                                  
358_sorted.txt                          0.0188                                  
365_sorted.txt                          0.0160                                  
364_sorted.txt                          0.0120                                  
105_sorted.txt                          0.1182                                  
385_sorted.txt                          0.0285                                  
390_sorted.txt                          0.3211                                  
344_sorted.txt                          0.0174                                  
351_sorted.txt                          0.0130                                  
360_sorted.txt                          0.0162                                  
338_sorted.txt                          0.0306                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
433_sorted.txt                          0.0031                                  
005_sorted.txt                          0.0484                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
279_sorted.txt                          0.0205                                  
380_sorted.txt                          0.0218                                  
379_sorted.txt                          0.0430                                  
309_sorted.txt                          0.0826                                  
347_sorted.txt                          0.0196                                  
459_sorted.txt                          0.0445                                  
284_sorted.txt                          0.0591                                  
281_sorted.txt                          0.0290                                  
260_sorted.txt                          0.0343                                  
331_sorted.txt                          0.0260                                  
233_sorted.txt                          0.0493                                  
272_sorted.txt                          0.0381                                  
223_sorted.txt                          0.0570                                  
433_sorted.txt                          0.0154                                  
434_sorted.txt                          0.0151                                  
435_sorted.txt                          0.0157                                  
066_sorted.txt                          0.1446                                  
437_sorted.txt                          0.0144                                  
181_sorted.txt                          0.0223                                  
436_sorted.txt                          0.0214                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
289_sorted.txt                          0.0320                                  
260_sorted.txt                          0.0343                                  
290_sorted.txt                          0.2039                                  
344_sorted.txt                          0.0349                                  
328_sorted.txt                          0.0733                                  
382_sorted.txt                          0.0204                                  
044_sorted.txt                          0.1418                                  
333_sorted.txt                          0.0727                                  
318_sorted.txt                          0.0867                                  
408_sorted.txt                          0.0973                                  
331_sorted.txt                          0.0260                                  
279_sorted.txt                          0.0205                                  
150_sorted.txt                          0.1775                                  
349_sorted.txt                          0.0842                                  
282_sorted.txt                          0.1444                                  
233_sorted.txt                          0.0493                                  
353_sorted.txt                          0.0223                                  
362_sorted.txt                          0.0222                                  
034_sorted.txt                          0.0890                                  
332_sorted.txt                          0.0962                                  
283_sorted.txt                          0.3815                                  
419_sorted.txt                          0.1057                                  
319_sorted.txt                          0.2604                                  
426_sorted.txt                          0.0883                                  
309_sorted.txt                          0.1032                                  
244_sorted.txt                          0.0428                                  
262_sorted.txt                          0.1422                                  
258_sorted.txt                          0.0387                                  
375_sorted.txt                          0.0346                                  
369_sorted.txt                          0.0340                                  
358_sorted.txt                          0.0751                                  
310_sorted.txt                          0.0522                                  
174_sorted.txt                          0.1582                                  
363_sorted.txt                          0.0475                                  
303_sorted.txt                          0.0189                                  
287_sorted.txt                          0.1737                                  
156_sorted.txt                          0.0365                                  
315_sorted.txt                          0.0531                                  
380_sorted.txt                          0.0436                                  
284_sorted.txt                          0.0591                                  
342_sorted.txt                          0.0176                                  
381_sorted.txt                          0.0185                                  
360_sorted.txt                          0.0162                                  
427_sorted.txt                          0.0867                                  
335_sorted.txt                          0.1317                                  
222_sorted.txt                          0.3822                                  
377_sorted.txt                          0.0486                                  
306_sorted.txt                          0.1524                                  
345_sorted.txt                          0.0187                                  
019_sorted.txt                          0.0203                                  
370_sorted.txt                          0.0160                                  
298_sorted.txt                          0.1164                                  
239_sorted.txt                          0.1739                                  
281_sorted.txt                          0.0290                                  
197_sorted.txt                          0.0804                                  
261_sorted.txt                          0.3883                                  
184_sorted.txt                          0.3891                                  
109_sorted.txt                          0.3745                                  
119_sorted.txt                          0.0654                                  
383_sorted.txt                          0.0149                                  
364_sorted.txt                          0.0482                                  
272_sorted.txt                          0.0381                                  
274_sorted.txt                          0.3071                                  
368_sorted.txt                          0.0197                                  
355_sorted.txt                          0.0169                                  
338_sorted.txt                          0.0306                                  
289_sorted.txt                          0.0320                                  
044_sorted.txt                          0.1418                                  
331_sorted.txt                          0.0260                                  
368_sorted.txt                          0.0394                                  
336_sorted.txt                          0.0212                                  
394_sorted.txt                          0.0379                                  
292_sorted.txt                          0.1808                                  
307_sorted.txt                          0.0197                                  
019_sorted.txt                          0.0406                                  
281_sorted.txt                          0.0579                                  
365_sorted.txt                          0.0160                                  
289_sorted.txt                          0.1439                                  
260_sorted.txt                          0.1716                                  
263_sorted.txt                          0.8183                                  
290_sorted.txt                          0.4759                                  
330_sorted.txt                          0.5637                                  
328_sorted.txt                          0.1833                                  
255_sorted.txt                          1.5060                                  
266_sorted.txt                          0.2382                                  
333_sorted.txt                          0.1308                                  
318_sorted.txt                          0.4333                                  
245_sorted.txt                          0.7946                                  
230_sorted.txt                          0.4093                                  
331_sorted.txt                          0.1301                                  
312_sorted.txt                          1.4124                                  
279_sorted.txt                          0.1023                                  
349_sorted.txt                          0.0168                                  
259_sorted.txt                          0.4604                                  
276_sorted.txt                          0.3515                                  
105_sorted.txt                          0.2364                                  
028_sorted.txt                          0.0929                                  
282_sorted.txt                          0.1083                                  
233_sorted.txt                          0.2464                                  
256_sorted.txt                          0.3185                                  
362_sorted.txt                          0.0222                                  
088_sorted.txt                          1.6129                                  
277_sorted.txt                          0.2184                                  
250_sorted.txt                          0.4032                                  
285_sorted.txt                          0.4386                                  
332_sorted.txt                          0.5769                                  
283_sorted.txt                          0.2384                                  
295_sorted.txt                          0.5279                                  
323_sorted.txt                          0.2374                                  
319_sorted.txt                          1.3021                                  
309_sorted.txt                          0.1032                                  
278_sorted.txt                          0.4690                                  
271_sorted.txt                          0.7215                                  
244_sorted.txt                          0.2138                                  
301_sorted.txt                          0.2672                                  
243_sorted.txt                          0.0992                                  
392_sorted.txt                          0.0261                                  
272_sorted.txt                          0.1905                                  
297_sorted.txt                          1.2887                                  
262_sorted.txt                          0.7112                                  
320_sorted.txt                          0.6748                                  
258_sorted.txt                          0.2320                                  
340_sorted.txt                          0.0186                                  
325_sorted.txt                          0.1248                                  
308_sorted.txt                          0.1286                                  
369_sorted.txt                          0.1020                                  
292_sorted.txt                          0.1808                                  
291_sorted.txt                          0.5537                                  
359_sorted.txt                          0.0174                                  
351_sorted.txt                          0.0130                                  
293_sorted.txt                          1.7794                                  
253_sorted.txt                          1.1472                                  
310_sorted.txt                          0.2612                                  
050_sorted.txt                          0.0779                                  
052_sorted.txt                          0.1709                                  
257_sorted.txt                          0.8224                                  
267_sorted.txt                          0.2408                                  
329_sorted.txt                          0.4296                                  
294_sorted.txt                          0.9346                                  
275_sorted.txt                          0.6859                                  
252_sorted.txt                          0.1880                                  
246_sorted.txt                          0.2291                                  
249_sorted.txt                          0.0916                                  
305_sorted.txt                          1.7391                                  
303_sorted.txt                          0.0947                                  
287_sorted.txt                          0.2171                                  
315_sorted.txt                          0.2653                                  
274_sorted.txt                          0.5118                                  
302_sorted.txt                          0.8078                                  
300_sorted.txt                          0.7916                                  
248_sorted.txt                          0.5015                                  
314_sorted.txt                          1.0373                                  
284_sorted.txt                          0.2957                                  
235_sorted.txt                          0.3112                                  
321_sorted.txt                          0.7184                                  
137_sorted.txt                          0.0426                                  
269_sorted.txt                          0.1578                                  
234_sorted.txt                          0.1446                                  
236_sorted.txt                          0.3608                                  
335_sorted.txt                          0.3950                                  
307_sorted.txt                          0.0986                                  
146_sorted.txt                          0.0390                                  
265_sorted.txt                          1.8182                                  
288_sorted.txt                          1.1236                                  
299_sorted.txt                          0.1687                                  
154_sorted.txt                          0.0803                                  
172_sorted.txt                          0.2247                                  
241_sorted.txt                          0.6711                                  
306_sorted.txt                          0.7622                                  
058_sorted.txt                          0.1712                                  
313_sorted.txt                          0.5853                                  
251_sorted.txt                          0.5111                                  
019_sorted.txt                          0.0406                                  
311_sorted.txt                          0.2465                                  
286_sorted.txt                          0.2585                                  
270_sorted.txt                          0.4682                                  
316_sorted.txt                          0.6098                                  
334_sorted.txt                          0.2610                                  
280_sorted.txt                          0.1539                                  
298_sorted.txt                          0.0998                                  
247_sorted.txt                          0.2252                                  
296_sorted.txt                          1.0331                                  
326_sorted.txt                          0.1736                                  
239_sorted.txt                          0.4348                                  
237_sorted.txt                          0.6928                                  
304_sorted.txt                          0.0886                                  
232_sorted.txt                          0.7143                                  
281_sorted.txt                          0.1448                                  
322_sorted.txt                          0.5525                                  
317_sorted.txt                          1.5337                                  
002_sorted.txt                          0.1466                                  
238_sorted.txt                          0.6793                                  
261_sorted.txt                          0.9709                                  
254_sorted.txt                          0.3909                                  
327_sorted.txt                          0.8000                                  
240_sorted.txt                          0.1602                                  
268_sorted.txt                          0.9328                                  
445_sorted.txt                          0.1256                                  
273_sorted.txt                          0.5435                                  
264_sorted.txt                          0.5470                                  
324_sorted.txt                          1.2165                                  
242_sorted.txt                          0.2960                                  
364_sorted.txt                          0.0482                                  
349_sorted.txt                          0.0168                                  
342_sorted.txt                          0.0176                                  
310_sorted.txt                          0.0522                                  
307_sorted.txt                          0.0394                                  
344_sorted.txt                          0.0174                                  
349_sorted.txt                          0.0168                                  
186_sorted.txt                          7.1429                                  
353_sorted.txt                          0.0223                                  
009_sorted.txt                          0.0497                                  
243_sorted.txt                          0.0198                                  
063_sorted.txt                          0.6711                                  
223_sorted.txt                          0.0570                                  
079_sorted.txt                          0.2058                                  
043_sorted.txt                          0.0061                                  
027_sorted.txt                          0.0127                                  
040_sorted.txt                          0.0689                                  
334_sorted.txt                          0.0522                                  
007_sorted.txt                          0.0367                                  
338_sorted.txt                          0.0153                                  
030_sorted.txt                          0.2604                                  
364_sorted.txt                          0.0120                                  
372_sorted.txt                          0.0192                                  
375_sorted.txt                          0.0173                                  
369_sorted.txt                          0.0340                                  
345_sorted.txt                          0.0187                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
181_sorted.txt                          0.0668                                  
076_sorted.txt                          0.1521                                  
382_sorted.txt                          0.0204                                  
009_sorted.txt                          0.0497                                  
384_sorted.txt                          0.0409                                  
189_sorted.txt                          0.0418                                  
385_sorted.txt                          0.0285                                  
381_sorted.txt                          0.0185                                  
145_sorted.txt                          0.1789                                  
347_sorted.txt                          0.0196                                  
337_sorted.txt                          0.0335                                  
376_sorted.txt                          0.0148                                  
028_sorted.txt                          0.0929                                  
036_sorted.txt                          0.3546                                  
338_sorted.txt                          0.0153                                  
344_sorted.txt                          0.0174                                  
373_sorted.txt                          0.0198                                  
362_sorted.txt                          0.0222                                  
372_sorted.txt                          0.0192                                  
336_sorted.txt                          0.0212                                  
374_sorted.txt                          0.0178                                  
367_sorted.txt                          0.0708                                  
363_sorted.txt                          0.0158                                  
342_sorted.txt                          0.0176                                  
376_sorted.txt                          0.0148                                  
343_sorted.txt                          0.0425                                  
366_sorted.txt                          0.0178                                  
371_sorted.txt                          0.0313                                  
328_sorted.txt                          0.0367                                  
323_sorted.txt                          0.0396                                  
309_sorted.txt                          0.0413                                  
310_sorted.txt                          0.1045                                  
299_sorted.txt                          0.0337                                  
326_sorted.txt                          0.1042                                  
281_sorted.txt                          0.0290                                  
327_sorted.txt                          0.1600                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
436_sorted.txt                          0.0053                                  
352_sorted.txt                          0.0253                                  
370_sorted.txt                          0.0160                                  
346_sorted.txt                          0.0157                                  
446_sorted.txt                          0.0913                                  
182_sorted.txt                          0.5988                                  
433_sorted.txt                          0.0246                                  
434_sorted.txt                          0.0452                                  
005_sorted.txt                          0.0484                                  
435_sorted.txt                          0.0353                                  
437_sorted.txt                          0.0527                                  
114_sorted.txt                          0.4141                                  
436_sorted.txt                          0.0428                                  
294_sorted.txt                          0.3738                                  
379_sorted.txt                          0.1291                                  
188_sorted.txt                          0.4515                                  
043_sorted.txt                          0.0061                                  
089_sorted.txt                          0.3021                                  
342_sorted.txt                          0.0176                                  
360_sorted.txt                          0.0486                                  
343_sorted.txt                          0.0213                                  
348_sorted.txt                          0.0164                                  
347_sorted.txt                          0.0392                                  
345_sorted.txt                          0.0187                                  
365_sorted.txt                          0.0320                                  
179_sorted.txt                          0.0320                                  
043_sorted.txt                          0.0061                                  
235_sorted.txt                          0.0445                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
436_sorted.txt                          0.0053                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
436_sorted.txt                          0.0053                                  
289_sorted.txt                          0.0160                                  
260_sorted.txt                          0.0343                                  
382_sorted.txt                          0.6735                                  
333_sorted.txt                          0.0145                                  
331_sorted.txt                          0.0260                                  
397_sorted.txt                          0.0265                                  
323_sorted.txt                          0.0396                                  
161_sorted.txt                          0.2414                                  
394_sorted.txt                          0.0379                                  
292_sorted.txt                          0.0301                                  
249_sorted.txt                          0.0153                                  
303_sorted.txt                          0.0568                                  
396_sorted.txt                          0.3394                                  
026_sorted.txt                          0.2933                                  
380_sorted.txt                          0.3049                                  
027_sorted.txt                          0.0127                                  
385_sorted.txt                          0.0285                                  
307_sorted.txt                          0.0197                                  
299_sorted.txt                          0.0675                                  
390_sorted.txt                          0.0201                                  
379_sorted.txt                          0.2583                                  
298_sorted.txt                          0.0166                                  
304_sorted.txt                          0.0177                                  
264_sorted.txt                          0.1094                                  
383_sorted.txt                          0.1344                                  
277_sorted.txt                          0.0874                                  
320_sorted.txt                          0.1350                                  
308_sorted.txt                          0.0257                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
298_sorted.txt                          0.0166                                  
437_sorted.txt                          0.0048                                  
304_sorted.txt                          0.0177                                  
322_sorted.txt                          0.1105                                  
436_sorted.txt                          0.0053                                  
044_sorted.txt                          0.4255                                  
207_sorted.txt                          0.1143                                  
028_sorted.txt                          0.1857                                  
036_sorted.txt                          0.3546                                  
052_sorted.txt                          0.1709                                  
363_sorted.txt                          0.0158                                  
118_sorted.txt                          0.0302                                  
222_sorted.txt                          0.0637                                  
172_sorted.txt                          0.2247                                  
019_sorted.txt                          0.1218                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
436_sorted.txt                          0.0053                                  
371_sorted.txt                          0.0417                                  
070_sorted.txt                          0.6148                                  
292_sorted.txt                          0.0301                                  
080_sorted.txt                          0.1473                                  
137_sorted.txt                          0.0142                                  
007_sorted.txt                          0.0734                                  
289_sorted.txt                          0.0320                                  
292_sorted.txt                          0.0301                                  
340_sorted.txt                          0.0186                                  
352_sorted.txt                          0.0506                                  
351_sorted.txt                          0.0130                                  
377_sorted.txt                          0.0162                                  
346_sorted.txt                          0.0157                                  
189_sorted.txt                          0.0418                                  
376_sorted.txt                          0.0148                                  
181_sorted.txt                          0.0223                                  
279_sorted.txt                          0.0409                                  
137_sorted.txt                          0.0142                                  
040_sorted.txt                          0.0689                                  
199_sorted.txt                          0.2410                                  
110_sorted.txt                          1.0989                                  
344_sorted.txt                          0.0174                                  
368_sorted.txt                          0.0197                                  
353_sorted.txt                          0.0223                                  
350_sorted.txt                          0.0176                                  
375_sorted.txt                          0.0173                                  
352_sorted.txt                          0.0253                                  
351_sorted.txt                          0.0130                                  
378_sorted.txt                          0.0430                                  
076_sorted.txt                          0.0253                                  
249_sorted.txt                          0.0153                                  
156_sorted.txt                          0.0365                                  
274_sorted.txt                          0.1024                                  
197_sorted.txt                          0.0804                                  
364_sorted.txt                          0.0241                                  
331_sorted.txt                          0.0780                                  
279_sorted.txt                          0.0819                                  
276_sorted.txt                          0.1172                                  
282_sorted.txt                          0.0181                                  
287_sorted.txt                          0.0434                                  
234_sorted.txt                          0.0578                                  
286_sorted.txt                          0.0517                                  
281_sorted.txt                          0.0869                                  
119_sorted.txt                          0.0654                                  
242_sorted.txt                          0.1184                                  
433_sorted.txt                          0.0031                                  
434_sorted.txt                          0.0038                                  
435_sorted.txt                          0.0039                                  
437_sorted.txt                          0.0048                                  
436_sorted.txt                          0.0053                                  
